Protein	Term
Q16864	GO:0005886
Q13508	GO:0070062
Q13508	GO:0005886
O43561	GO:0005794
O43561	GO:0005886
Q8NH87	GO:0005886
B5MD39	GO:0070062
Q9P2J9	GO:0005759
Q9H3N1	GO:0005789
Q86VV4	GO:0005643
Q8WUT4	GO:0005887
Q8WUT4	GO:0070062
Q9BYG0	GO:0000139
Q9BZV2	GO:0005886
Q16695	GO:0070062
Q16695	GO:0000781
Q16695	GO:0000786
Q99988	GO:0070062
Q99988	GO:0005794
Q99643	GO:0005743
Q2M5E4	GO:0005886
P55042	GO:0005886
P61088	GO:0070062
Q8WYK2	GO:0090575
Q5EBL8	GO:0016323
Q8WVM0	GO:0042645
P11169	GO:0101003
P11169	GO:0035579
P11169	GO:0005887
P11169	GO:0070821
P11169	GO:0070062
P11169	GO:0005886
Q9NUP9	GO:0005886
Q9NUP9	GO:0016323
P29966	GO:0005925
P29966	GO:0070062
P29966	GO:0015629
Q92979	GO:0005730
Q92979	GO:0005694
P62873	GO:0070062
P62873	GO:0005834
P62873	GO:0005886
Q9UJC5	GO:0031965
Q13247	GO:0016607
P31273	GO:0015630
Q8N511	GO:0005783
Q9H4B0	GO:0005739
P26715	GO:0009897
P26715	GO:0005887
P26715	GO:0005886
Q96ES7	GO:0072686
P17275	GO:0090575
Q96MT8	GO:0005813
Q96MT8	GO:0005814
P46721	GO:0005887
P13598	GO:0005887
P13598	GO:0005886
Q8N6Q3	GO:0070821
Q8N6Q3	GO:0070062
Q8N6Q3	GO:0035579
Q8N6Q3	GO:0005886
P21283	GO:0070062
O95274	GO:0005886
Q8NHX9	GO:0005764
P56750	GO:0005886
Q8WVF1	GO:0005886
Q9UHM6	GO:0005887
Q9UHM6	GO:0005886
Q93052	GO:0001725
Q93052	GO:0005925
O60894	GO:0005887
O60894	GO:0005886
O15182	GO:0005813
O95461	GO:0005794
O95461	GO:0030173
O95461	GO:0000139
Q6PI73	GO:0005886
Q16696	GO:0005789
Q9H492	GO:0005776
O75436	GO:0005769
Q9GZM5	GO:0005794
P15088	GO:0062023
Q96RU7	GO:0005886
Q9BYW1	GO:0005887
Q9BYW1	GO:0005886
Q9UHV5	GO:0005886
P04233	GO:0043202
P04233	GO:0012507
P04233	GO:0000139
P04233	GO:0070062
P04233	GO:0005886
O00560	GO:0035578
O00560	GO:0031965
O00560	GO:0070062
O00560	GO:0005886
O00560	GO:0005912
Q9NQG7	GO:0005764
Q9NWQ8	GO:0005886
P47869	GO:0005887
P47869	GO:0005886
Q2M3M2	GO:0070062
Q2M3M2	GO:0005886
Q96S66	GO:0005783
P45973	GO:0005635
P45973	GO:0005730
O75529	GO:0016607
P07093	GO:0062023
A0A075B6N3	GO:0005886
P55000	GO:0070062
Q49AN0	GO:0016607
Q15035	GO:0030176
A6NMB1	GO:0005886
P00918	GO:0070062
P00918	GO:0005886
Q96FT9	GO:0015630
Q9UKV5	GO:0005783
Q9UKV5	GO:0005794
Q9UKV5	GO:0005789
Q9UKV5	GO:0030176
Q8IYT3	GO:0005794
Q8IYT3	GO:0036064
Q99487	GO:0005789
P30550	GO:0005887
P30550	GO:0005886
A6NK58	GO:0005759
A6NK58	GO:0005739
Q92581	GO:0055037
Q92581	GO:0055038
Q92581	GO:0031901
Q92581	GO:0005789
Q9NZ42	GO:0005794
Q9NZ42	GO:0005783
Q9NZ42	GO:0005887
Q9NZ42	GO:0000139
Q9NZ42	GO:0005789
Q09028	GO:0000781
Q86UD3	GO:0005764
Q9H341	GO:0005886
P11387	GO:0005730
O43542	GO:0000781
O43542	GO:0005739
Q96G91	GO:0005887
Q96G91	GO:0005886
P51692	GO:0090575
Q8TC36	GO:0005635
Q9H8T0	GO:0005886
Q9NV31	GO:0005730
Q14137	GO:0005694
Q9NP80	GO:0005777
Q86VN1	GO:0070062
Q86VN1	GO:0031902
Q9H4B6	GO:0030425
O00219	GO:0005794
O00219	GO:0005887
O00219	GO:0005886
P17813	GO:0005925
P17813	GO:0009897
Q0ZGT2	GO:0030424
Q0ZGT2	GO:0005925
Q0ZGT2	GO:0015629
Q01524	GO:0005796
O14737	GO:0070062
Q86T03	GO:0031902
Q86T03	GO:0005886
Q5T0J7	GO:0015630
P22626	GO:0070062
P25025	GO:0072686
P25025	GO:0005887
P25025	GO:0009897
P25025	GO:0015630
P25025	GO:0005886
Q13616	GO:0019005
Q13616	GO:0005886
Q8IYV9	GO:0005886
Q11128	GO:0005794
Q11128	GO:0000139
Q12982	GO:0005730
Q12982	GO:0005635
Q9BZ68	GO:0005886
A6H8M9	GO:0005887
Q9H8M9	GO:0005886
Q9NRX4	GO:0070062
Q9NRX4	GO:0005886
P53701	GO:0005739
Q5XKP0	GO:0005743
Q86YT9	GO:0005886
P28676	GO:0035578
P28676	GO:0070062
P28676	GO:0005886
P15382	GO:0008076
P15382	GO:0005886
Q6ZNE9	GO:0005776
Q16666	GO:0005730
Q16666	GO:0016607
Q5PRF9	GO:0000932
Q8N697	GO:0005886
O75121	GO:0005886
P00326	GO:0005886
P55036	GO:0000502
Q9UKG1	GO:0005769
Q9UKG1	GO:0070062
Q9UKG1	GO:0005886
Q8WVP7	GO:0005887
Q14296	GO:0005759
P62888	GO:0005925
P62888	GO:0014069
P62888	GO:0022626
P62888	GO:0022625
P62888	GO:0070062
Q8IY49	GO:0030173
P46093	GO:0005887
P46093	GO:0005886
Q9NPD7	GO:0005886
Q15762	GO:0009897
Q15762	GO:0005887
Q15762	GO:0005886
Q14973	GO:0005887
Q14973	GO:0005886
Q00765	GO:0005783
O00151	GO:0001725
O00151	GO:0005925
Q99574	GO:0043025
Q99574	GO:0070062
Q9Y2Y6	GO:0005783
Q9Y2Y6	GO:0070062
Q9Y2Y6	GO:0005886
P46098	GO:0005887
P46098	GO:0005886
P20396	GO:0005886
Q99808	GO:0016324
Q99808	GO:0005886
P08684	GO:0005789
Q9UL40	GO:0005730
Q86W10	GO:0005789
Q8IVL5	GO:0005783
Q8IVL5	GO:0005794
Q9UK76	GO:0005730
Q9UK76	GO:0031965
P33316	GO:0070062
Q9H6K4	GO:0005739
Q8WXH4	GO:0005783
Q8N8Q8	GO:0031305
P49585	GO:0005783
P49585	GO:0005789
P28325	GO:0070062
Q9UL46	GO:0070062
P58418	GO:0030027
P58418	GO:0005886
Q9Y289	GO:0005887
Q9Y289	GO:0005886
Q8N0Z9	GO:0005887
P08134	GO:0005789
P08134	GO:0070062
P08134	GO:0005886
Q99618	GO:0005912
P09661	GO:0071013
P09661	GO:0016607
P09661	GO:0071005
O43548	GO:0005886
P04899	GO:0070062
P04899	GO:0005813
P04899	GO:0005834
P04899	GO:0005886
Q8NCV1	GO:0005730
Q8WW62	GO:0005783
Q8WW62	GO:0005794
Q8WW62	GO:0005793
Q9H0B8	GO:1904813
Q9H0B8	GO:0070062
Q9UNF0	GO:0005925
Q9UNF0	GO:0055038
Q9UNF0	GO:0070062
Q9UNF0	GO:0005886
Q9UNF0	GO:0016607
Q7RTY1	GO:0005887
Q7RTY1	GO:0005886
Q8WXI9	GO:0000781
Q6PD74	GO:0016607
Q9H2F9	GO:0005814
Q15061	GO:0005730
P17600	GO:0030672
P17600	GO:0008021
Q8WWH5	GO:0005739
Q8NFH4	GO:0000776
Q8NFH4	GO:0005635
Q6P2C8	GO:0005730
Q13123	GO:0016607
Q13123	GO:0071005
P50053	GO:0070062
Q9UIK5	GO:0005886
P68431	GO:0070062
P68431	GO:0000786
Q8IWF6	GO:0055037
Q9UBV2	GO:0005783
Q9UBV2	GO:0005789
Q9H902	GO:0005783
Q9H902	GO:0005789
Q9Y675	GO:0016607
P0C024	GO:0005782
Q7Z7K6	GO:0031965
Q7Z7K6	GO:0000776
Q9UHA4	GO:0005925
Q9UHA4	GO:0035579
Q9UHA4	GO:0070821
Q9UHA4	GO:0070062
Q9UHA4	GO:0005886
Q9UHA4	GO:0031902
P51617	GO:0005886
P62333	GO:0070062
P62333	GO:0000502
P61513	GO:0005925
P61513	GO:0022626
P61513	GO:0022625
P61513	GO:0070062
P04628	GO:0005796
P04628	GO:0070062
P04628	GO:0005886
Q8N4F0	GO:0070062
P23946	GO:0062023
Q9Y3B8	GO:0005925
Q9Y3B8	GO:0005730
Q9Y3B8	GO:0005759
Q9Y3B8	GO:0005739
Q14568	GO:0070062
O94927	GO:0005813
P11049	GO:0005887
P11049	GO:0070062
Q96K12	GO:0005777
Q14019	GO:0005884
Q14019	GO:0070062
Q14019	GO:1904813
P17658	GO:0005887
P17658	GO:0005886
Q8N9I0	GO:0030424
Q8N9I0	GO:0030672
Q9NPI6	GO:0000932
P34995	GO:0005887
P34995	GO:0005886
P34981	GO:0005887
P34981	GO:0005886
O14745	GO:0070062
O14745	GO:0015629
P49368	GO:0070062
Q92523	GO:0005741
Q8IY31	GO:0005794
Q8IY31	GO:0005813
Q8IY31	GO:0005801
Q8IY31	GO:0000139
Q16534	GO:0090575
P48067	GO:0005887
P48067	GO:0016324
P48067	GO:0005886
P55789	GO:0005739
Q9Y4X5	GO:0019005
Q96TC7	GO:0005741
Q96TC7	GO:0005739
P47872	GO:0005881
P47872	GO:0005886
O43272	GO:0005743
Q8IV20	GO:0005777
P0C869	GO:0005743
Q969J5	GO:0005887
P52429	GO:0005886
Q15517	GO:0005886
Q86VH5	GO:0098978
P06276	GO:0005886
Q9NX62	GO:0005796
P62913	GO:0005730
P62913	GO:0022625
P62913	GO:0070062
P62913	GO:0022626
Q9NY93	GO:0005730
Q8IXX5	GO:0019005
Q9H6Y2	GO:0005730
Q9BTM1	GO:0070062
P63211	GO:0005834
O15247	GO:0005886
Q8IYJ0	GO:0005886
P50583	GO:0005759
Q9H4M7	GO:0031234
Q9H4M7	GO:0005886
O94929	GO:0030027
A0A075B7B6	GO:0009897
A0A075B7B6	GO:0042571
Q9H814	GO:0005813
P04439	GO:0005794
P04439	GO:0012507
P04439	GO:0005783
P04439	GO:0005887
P04439	GO:0031901
P04439	GO:0070062
P04439	GO:0005886
Q96FE5	GO:0005886
P11229	GO:0005887
P11229	GO:0030425
P11229	GO:0005886
P82912	GO:0005763
P82912	GO:0005743
P82912	GO:0022627
P82912	GO:0005739
P15907	GO:0005794
P15907	GO:0000139
Q5BJF2	GO:0005886
Q13705	GO:0005887
Q13705	GO:0005886
Q9UPY6	GO:0030027
Q9UPY6	GO:0070062
Q9H819	GO:0005789
O14495	GO:0005794
O14495	GO:0005802
O14495	GO:0005887
O14495	GO:0033116
O14495	GO:0005886
O14495	GO:0005912
O14495	GO:0016323
O43194	GO:0005887
O43194	GO:0005886
Q14790	GO:0005741
P02747	GO:0062023
Q56NI9	GO:0005794
Q56NI9	GO:0005694
P01241	GO:0062023
Q71RH2	GO:0005783
Q6ZT89	GO:0005739
Q96B96	GO:0005811
Q96B96	GO:0005789
Q9H4Y5	GO:0070062
Q9NRA0	GO:0000786
Q8WXF8	GO:0005730
P35475	GO:0070062
P35475	GO:0043202
Q7L592	GO:0005759
Q92911	GO:0070062
Q92911	GO:0005886
Q96LZ7	GO:0005794
Q96LZ7	GO:0072686
Q96LZ7	GO:0005739
Q96EQ8	GO:0000139
O15529	GO:0005887
Q8NH83	GO:0005887
Q99623	GO:0005741
Q99623	GO:0005739
Q13285	GO:0090575
P60468	GO:0005783
P60468	GO:0005789
Q15646	GO:0005730
Q8NGJ6	GO:0005886
P60866	GO:0070062
P60866	GO:0022627
P60866	GO:0022626
Q9NXE8	GO:0016607
O94907	GO:0031901
O94907	GO:0005886
Q16394	GO:0005783
Q16394	GO:0005794
Q16394	GO:0005789
O60784	GO:0035579
O60784	GO:0070062
O60784	GO:0005769
O60784	GO:0005886
P15408	GO:0090575
Q9BSN7	GO:0005886
Q9HAS0	GO:0005802
Q6ZVM7	GO:0070062
Q9HA82	GO:0005783
Q9HA82	GO:0005789
Q86WH2	GO:0005886
P13688	GO:0035579
P13688	GO:0005887
P13688	GO:0070062
P13688	GO:0016324
O60635	GO:0005887
O60635	GO:0070062
O60635	GO:0005886
P17787	GO:0005887
P17787	GO:0005886
P34972	GO:0005783
P34972	GO:0005887
P34972	GO:0005886
Q9UBG3	GO:0070062
Q02040	GO:0016607
P0DPK2	GO:0000786
Q13607	GO:0005886
P26010	GO:0005925
P26010	GO:0070062
P26010	GO:0005886
Q15006	GO:0005783
Q12887	GO:0005743
Q12887	GO:0005739
O75628	GO:0005886
P14867	GO:0005887
P14867	GO:0005886
Q13585	GO:0005887
Q13585	GO:0005886
Q9H0C3	GO:0005783
Q9H0C3	GO:0005886
P10276	GO:0090575
P10276	GO:0015629
P10276	GO:0005730
Q9Y698	GO:0005886
P37288	GO:0030139
P37288	GO:0005887
P37288	GO:0005886
Q13952	GO:0090575
Q8NA42	GO:0031965
Q15131	GO:0036064
Q96F10	GO:0070062
Q9NRX2	GO:0005743
Q9NRX2	GO:0005739
P28332	GO:0070062
Q9NUE0	GO:0005783
Q9NUE0	GO:0005794
P05186	GO:0070062
P05186	GO:0005886
P08588	GO:0005887
P08588	GO:0005769
P11836	GO:0009897
P11836	GO:0005887
P11836	GO:0070062
P11836	GO:0005886
P10301	GO:0005925
P10301	GO:0070062
P10301	GO:0005886
Q9H340	GO:0005886
Q8N1B3	GO:0000307
Q13740	GO:0005925
Q13740	GO:0070062
Q13740	GO:0005886
O43684	GO:0000776
Q9H939	GO:0005884
Q9H939	GO:0005886
Q8NCC3	GO:0070062
Q8NCC3	GO:0005764
Q8N5I2	GO:0070062
Q8N5I2	GO:0005886
O14957	GO:0005743
Q8IZK6	GO:0005886
Q2M329	GO:0036064
P25963	GO:0005886
Q7L0J3	GO:0030672
Q7L0J3	GO:0008021
Q7L0J3	GO:0005886
Q9UEY8	GO:0014069
Q9UEY8	GO:0005886
Q8WV28	GO:0005886
P31943	GO:0071013
Q86Y07	GO:0005783
Q86Y07	GO:0005789
Q5VTE0	GO:0070062
O60543	GO:0005811
Q9NQ50	GO:0005730
Q9NQ50	GO:0005743
Q9NQ50	GO:0005739
O14662	GO:0005925
O14662	GO:0005802
O14662	GO:0000139
O14662	GO:0032588
O14662	GO:0031201
Q9NS84	GO:0005802
Q8NI99	GO:0070062
Q8NI99	GO:0062023
Q5VVC0	GO:0005694
P43403	GO:0031234
P43403	GO:0005886
Q9NXB9	GO:0030176
Q9NXB9	GO:0005783
Q9NXB9	GO:0005789
P27487	GO:0005925
P27487	GO:0030027
P27487	GO:0016324
P27487	GO:0070062
P27487	GO:0030139
P25789	GO:0070062
Q99677	GO:0005887
P20340	GO:0005794
P20340	GO:0005802
P20340	GO:0070062
P20340	GO:0005886
Q8TB37	GO:0005739
Q9NZS9	GO:0005783
Q9NZS9	GO:0030176
Q9NZS9	GO:0005887
Q9UK97	GO:0019005
P52565	GO:0070062
Q8WWC4	GO:0005743
Q8WVV4	GO:0005884
Q9BSE2	GO:0032588
Q13438	GO:0005783
Q13438	GO:0005789
Q7Z5L7	GO:0062023
Q9HAV7	GO:0005759
Q9HAV7	GO:0005743
Q9HAV7	GO:0005739
O15539	GO:0005886
Q8N9S9	GO:0005769
P08236	GO:1904813
P08236	GO:0070062
O96000	GO:0005743
Q6IQ22	GO:0055037
Q6IQ22	GO:0055038
Q6IQ22	GO:0008021
Q6IQ22	GO:0005886
O14713	GO:0005925
O14713	GO:0030027
Q99732	GO:0005794
Q99732	GO:0005886
Q96EY8	GO:0005759
Q14699	GO:0070062
Q86WK9	GO:0005886
P61978	GO:0070062
P61978	GO:0071013
Q13227	GO:0017053
Q13227	GO:0005739
Q969J3	GO:0030672
Q6UX65	GO:0005794
Q6UX65	GO:0005764
O00237	GO:0005789
Q9UMR7	GO:0009897
Q9UMR7	GO:0005887
Q9UMR7	GO:0005886
Q8N386	GO:0005783
Q8N386	GO:0015630
Q9UJ70	GO:0070062
P53680	GO:0005886
Q53T59	GO:0005783
Q53T59	GO:0005739
Q9UNE7	GO:0005783
O75791	GO:0005886
P22392	GO:0005925
P22392	GO:1904813
P22392	GO:0070062
P22392	GO:0030027
P19012	GO:0070062
Q96LC9	GO:0005886
Q9UBY8	GO:0005783
Q6NXT4	GO:0000139
Q6NXT4	GO:0032588
C9J202	GO:0005783
P30408	GO:0005887
Q8NET6	GO:0000139
P00709	GO:0000139
P00709	GO:0005796
P11142	GO:0005925
P11142	GO:0043202
P11142	GO:1904813
P11142	GO:0030425
P11142	GO:0070062
P11142	GO:0005886
P11142	GO:0005776
O76038	GO:0030425
A6NIX2	GO:0000932
Q9Y5X1	GO:0005802
Q9Y5X1	GO:0070062
Q9Y5X1	GO:0005886
Q96MY7	GO:0015630
Q96MY7	GO:0005881
Q53FP2	GO:0005783
Q9Y5J9	GO:0005758
Q9NVA1	GO:0005743
Q9NVA1	GO:0005739
Q9Y4X0	GO:0005739
Q8N8Z6	GO:0005887
P07358	GO:0070062
P07358	GO:0005886
Q6NZ36	GO:0005694
Q9Y3A5	GO:0005730
Q86W42	GO:0000781
Q86W42	GO:0016607
P41240	GO:0070062
P41240	GO:0005886
P19544	GO:0016607
P54750	GO:0043025
O43508	GO:0005887
O43508	GO:0005886
P01019	GO:0070062
P01019	GO:0062023
Q92552	GO:0005763
Q92552	GO:0005743
P61020	GO:0031901
P61020	GO:0070062
P61020	GO:0030139
Q12951	GO:0005730
Q15038	GO:0016607
Q15038	GO:0010494
P62136	GO:0000781
P62136	GO:0070062
P62136	GO:0005886
P62136	GO:0005912
Q96PR1	GO:0030424
Q96PR1	GO:0005886
O94777	GO:0005789
P49683	GO:0005887
Q9Y3T9	GO:0005694
O75204	GO:0005769
P53350	GO:0015630
P53350	GO:0005813
P53350	GO:0000776
Q9H063	GO:0005730
Q6DKK2	GO:0005813
Q6DKK2	GO:0005743
Q6NZ67	GO:0005813
P23443	GO:0005739
Q9H2G9	GO:0005794
Q9H2G9	GO:0005801
Q96RP8	GO:0008076
Q96RP8	GO:0005886
Q9NR00	GO:0005730
Q9NR00	GO:0016607
P15056	GO:0005886
P22570	GO:0005759
P62424	GO:0005925
P62424	GO:0005730
P62424	GO:0022626
P62424	GO:0022625
P21452	GO:0005887
P21452	GO:0005886
Q96BP2	GO:0005763
Q96BP2	GO:0005743
Q96BP2	GO:0005739
Q96CB9	GO:0005759
Q96RU3	GO:0005886
Q12841	GO:0070062
P68400	GO:0005886
P61970	GO:0070062
Q7Z3Y8	GO:0070062
O95251	GO:0005730
O95251	GO:0005694
Q9HC58	GO:0005887
Q9HC58	GO:0005886
P51170	GO:0005887
P51170	GO:0070062
P50613	GO:0005886
Q9H0R8	GO:0005776
Q9H0R8	GO:0005739
Q96RP7	GO:0070062
Q9P0J0	GO:0005747
Q9P0J0	GO:0005743
P38567	GO:0001669
P38567	GO:0005886
P09769	GO:0070062
Q9Y5U5	GO:0009897
Q9Y5U5	GO:0005886
Q9BYV1	GO:0005759
Q8N7R1	GO:0005643
O94923	GO:0005794
O00154	GO:0070062
O95684	GO:0005813
Q13268	GO:0005635
Q13268	GO:0005739
Q7L1I2	GO:0008021
Q7L1I2	GO:0005886
P13224	GO:0005887
Q9NZJ0	GO:0005730
Q9NZJ0	GO:0005813
Q96P11	GO:0005730
Q8N413	GO:0005739
Q6P2H3	GO:0005794
Q6P2H3	GO:0005813
P56159	GO:0009897
P56159	GO:0070062
Q13241	GO:0009897
Q13241	GO:0005887
Q13241	GO:0005886
Q8IUQ0	GO:0005802
Q8IUQ0	GO:0032588
Q9H8X2	GO:0005730
Q9NW61	GO:0055037
Q9NW61	GO:0005802
Q99797	GO:0005739
Q0VGL1	GO:0031902
Q8N609	GO:0030176
Q96T83	GO:0005802
Q96T83	GO:0005886
O14863	GO:0005886
Q8NGN0	GO:0005887
Q10471	GO:0005794
Q10471	GO:0005789
Q10471	GO:0000139
Q10471	GO:0030173
Q9ULC4	GO:0022627
O15091	GO:0005759
P31995	GO:0005887
Q9Y2B1	GO:0005794
Q9Y2B1	GO:0005887
Q6UWW8	GO:0070062
Q96AZ1	GO:0005813
Q96AZ1	GO:0005694
O00115	GO:0070062
Q9UBQ7	GO:0070062
Q9UBQ7	GO:0005782
P50052	GO:0005887
P50052	GO:0005886
P08637	GO:0009897
P08637	GO:0005887
P08637	GO:0070062
Q9UN81	GO:0010494
Q9UN81	GO:0000932
Q9UN81	GO:0005783
Q9UN81	GO:0005764
P10398	GO:0005739
Q99571	GO:0005887
Q99571	GO:0070062
Q99571	GO:0005886
Q96DE5	GO:0000776
Q9H0T7	GO:0055038
Q9H0T7	GO:0070062
Q9H0T7	GO:0005769
Q9H0T7	GO:0005886
Q9H0T7	GO:0030139
Q92604	GO:0005789
Q9UNP4	GO:0005887
Q9UNP4	GO:0000139
O95433	GO:0070062
Q8WVQ1	GO:1904724
Q8WVQ1	GO:0005794
Q8WVQ1	GO:1904813
Q8WVQ1	GO:0070062
Q8WVQ1	GO:0035580
P62899	GO:0005925
P62899	GO:0070062
P62899	GO:0022626
O43820	GO:0005764
O43820	GO:0001669
Q6UXB4	GO:0009897
Q6UXB4	GO:0005887
Q6UXB4	GO:0005886
P07910	GO:0070062
P07910	GO:0015629
P07910	GO:0071013
P24855	GO:0070062
Q5MNZ6	GO:0005764
P01137	GO:0062023
P01137	GO:0005796
P51813	GO:0005886
P56749	GO:0005886
Q1HG44	GO:0005783
Q1HG44	GO:0005886
Q86XK7	GO:0016323
P84085	GO:0070062
P84085	GO:0005886
Q9ULY5	GO:0009897
Q9ULY5	GO:0005886
P07148	GO:0070062
P47901	GO:0005887
P47901	GO:0005886
O15075	GO:0005887
Q9BZG2	GO:0005764
Q9NVN8	GO:0005730
P34910	GO:0005887
P50452	GO:0070062
P50452	GO:0062023
Q9C0J1	GO:0000139
Q9NZC3	GO:0005886
Q07020	GO:0005925
Q07020	GO:0005730
Q07020	GO:0022626
Q8N743	GO:0005886
Q8NHC4	GO:0005887
Q8NHC4	GO:0005886
Q01469	GO:0035578
Q01469	GO:0070062
Q01469	GO:0005886
Q16401	GO:0000502
Q68CJ9	GO:0000139
P00387	GO:0005811
P00387	GO:0005741
P00387	GO:0005783
P00387	GO:0005789
P00387	GO:0005739
Q5JU69	GO:0005635
Q7Z3B1	GO:0005886
P55107	GO:0062023
Q14094	GO:0000307
Q9H6Y7	GO:0005764
O60939	GO:0005886
O95136	GO:0005886
Q16563	GO:0005887
Q16563	GO:0070062
P02765	GO:0005794
P02765	GO:0031093
P02765	GO:0070062
Q9UBR2	GO:0062023
Q9UBR2	GO:0005783
Q9UBR2	GO:1904813
Q9UBR2	GO:0033116
Q9UBR2	GO:0070062
Q9UBR2	GO:0005764
Q9UBR2	GO:0005886
Q9UBR2	GO:0035580
P0DKB6	GO:0031305
O14581	GO:0005886
P31639	GO:0070062
P31639	GO:0005886
Q6RFH5	GO:0005730
P30536	GO:0005783
P30536	GO:0070062
P30536	GO:0005741
P30536	GO:0005739
O95838	GO:0005886
Q9NX20	GO:0005743
Q9NX20	GO:0005739
P78324	GO:0101003
P78324	GO:0005887
P78324	GO:0070821
P78324	GO:0070062
P78324	GO:0005886
Q8IY26	GO:0030176
Q8IY26	GO:0031965
Q8IY26	GO:0005886
Q9Y6J6	GO:0008076
A0A087X0M5	GO:0005886
Q9BUB7	GO:0005743
Q9BUB7	GO:0005739
P18564	GO:0005925
P18564	GO:0005813
P18564	GO:0005886
Q9UNK9	GO:0005783
Q9UNK9	GO:0005801
P15407	GO:0090575
Q8NGS9	GO:0005886
Q01151	GO:0005887
Q01151	GO:0005886
P01909	GO:0012507
P01909	GO:0005887
P01909	GO:0000139
P01909	GO:0005886
Q8IYX8	GO:0005813
P57775	GO:0019005
P21731	GO:0005887
P21731	GO:0005886
O43493	GO:0005794
O43493	GO:0005802
O43493	GO:0005886
Q969X2	GO:0005886
P05413	GO:0070062
Q15072	GO:0005730
Q14055	GO:0062023
Q765P7	GO:0015629
Q8N5A5	GO:0005886
Q5T9A4	GO:0005739
Q5T9A4	GO:0005886
P32249	GO:0005887
Q8TEB9	GO:0005783
O43913	GO:0000781
P55769	GO:0005730
P55769	GO:0071005
P55769	GO:0046540
Q86VZ5	GO:0005783
Q86VZ5	GO:0005887
Q86VZ5	GO:0000139
Q86VZ5	GO:0005886
Q13478	GO:0005886
P55771	GO:0005730
P49755	GO:0005794
P49755	GO:0005793
P49755	GO:0012507
P49755	GO:0005783
P49755	GO:0000139
P49755	GO:0033116
P49755	GO:0005789
Q969S0	GO:0005794
Q969S0	GO:0030176
Q969S0	GO:0005783
Q969S0	GO:0000139
Q969S0	GO:0030173
Q7Z6J2	GO:0005886
P20591	GO:0031965
Q9Y6H3	GO:0005886
P05496	GO:0005743
P05496	GO:0005739
P04637	GO:0005813
P04637	GO:0005730
P04637	GO:0005739
P04637	GO:0016605
Q6IPT4	GO:0005789
Q9BZR9	GO:0016605
Q969H8	GO:0005783
Q969H8	GO:0005794
P41743	GO:0070062
P41743	GO:0005886
Q9BX67	GO:0005794
Q9BX67	GO:0005887
Q9BX67	GO:0005886
Q9Y2A9	GO:0005887
Q9Y2A9	GO:0000139
Q5TD94	GO:0005730
Q9H7P6	GO:0070062
Q9H7P6	GO:0005886
Q969V5	GO:0005741
Q969V5	GO:0005777
Q969V5	GO:0030424
Q969V5	GO:0043025
Q969V5	GO:0005739
Q9Y394	GO:0005789
P28472	GO:0005887
P28472	GO:0005886
Q9Y6U3	GO:0070062
Q9Y6U3	GO:0015629
Q96PS8	GO:0005887
Q96PS8	GO:0016323
P0CG22	GO:0005777
G2XKQ0	GO:0016605
Q6NYC1	GO:0005730
Q9UBX8	GO:0005794
Q9UBX8	GO:0000139
Q3C1V0	GO:0005886
Q96CD0	GO:0019005
P04818	GO:0005759
P04818	GO:0005743
A0ZSE6	GO:0005783
A0ZSE6	GO:0005794
A0ZSE6	GO:0005886
B4DS77	GO:0014069
Q4G0S4	GO:0005739
P43630	GO:0005887
P43630	GO:0005886
Q01826	GO:0016605
Q9Y548	GO:0005794
Q9Y548	GO:0005802
Q93079	GO:0000786
Q93079	GO:0070062
Q9H116	GO:0005730
P12694	GO:0005759
P12694	GO:0005739
Q96QH2	GO:0005886
P01303	GO:0005794
O00254	GO:0005887
O00254	GO:0005886
Q96I99	GO:0005759
Q96I99	GO:0005739
P05067	GO:0005794
P05067	GO:0031093
P05067	GO:0005783
P05067	GO:0005887
P05067	GO:0032588
P05067	GO:0070062
P05067	GO:0005769
P05067	GO:0005886
P42701	GO:0009897
P42701	GO:0005886
A0A075B6N4	GO:0005886
Q8NBS9	GO:0005783
Q8NBS9	GO:0070062
Q8NBS9	GO:0035578
Q8NBS9	GO:0043202
P08754	GO:0005813
P08754	GO:0000139
P08754	GO:0005789
P08754	GO:0070062
P08754	GO:0005886
Q9H816	GO:0000781
Q9H816	GO:0005813
O00515	GO:0070062
O00515	GO:0015629
Q13769	GO:0000781
Q16540	GO:0005743
Q16540	GO:0005739
Q13496	GO:0005886
P16444	GO:0070062
P16444	GO:0005886
P46095	GO:0005887
P46095	GO:0005886
Q9C0B5	GO:0000139
Q9C0B5	GO:0005886
Q8N4E7	GO:0005759
Q8N4E7	GO:0005739
Q8WYA1	GO:0005730
Q9H4A6	GO:0005794
Q9H4A6	GO:0005802
Q9H4A6	GO:0005739
P06239	GO:0070062
P06239	GO:0005886
O60238	GO:0005635
O60238	GO:0005741
O60238	GO:0016607
O60238	GO:0005739
O43929	GO:0005730
Q96RI0	GO:0005887
Q96RI0	GO:0005886
P08913	GO:0005887
P08913	GO:0016323
P08913	GO:0005886
Q92611	GO:0005783
P04437	GO:0005886
P78563	GO:0005730
Q7Z569	GO:0031965
Q5T9C9	GO:0005886
Q96B33	GO:0005886
Q8NEY4	GO:0070062
Q8TAM6	GO:0070062
O14874	GO:0005759
P59646	GO:0005886
O15403	GO:0005887
Q9UEU0	GO:0031093
Q9UEU0	GO:0012507
Q9UEU0	GO:0055037
