Protein	Term
Q9UHD4	GO:0006915
P82921	GO:0032543
P38919	GO:0000398
O43865	GO:0006915
Q9UBP0	GO:0000281
Q9UBP0	GO:0006888
Q9UBP0	GO:0090148
Q9NZV7	GO:0000122
P05451	GO:0061844
O43504	GO:0051092
O43504	GO:0043123
O43504	GO:0043154
O75326	GO:0007229
O75326	GO:0070374
Q8N988	GO:0000122
O15162	GO:0045071
O15162	GO:0051607
O15162	GO:0006915
O15297	GO:0008285
O15297	GO:0006470
Q9H4Z3	GO:0017148
P59190	GO:0072659
O00253	GO:0007218
Q9NQT4	GO:0051607
Q9NQT4	GO:0006364
Q9Y4Y9	GO:0000398
Q99467	GO:0071222
P54725	GO:0032436
P24941	GO:0000086
P24941	GO:0018105
P24941	GO:0006260
P24941	GO:0000082
P24941	GO:0090398
Q9NZH6	GO:0006954
Q9NZH6	GO:0032720
Q9NZH6	GO:0071222
O43474	GO:0043154
O43474	GO:0000122
O43474	GO:0050728
O43474	GO:1902895
P25942	GO:0051092
P25942	GO:0071356
P25942	GO:0042531
P25942	GO:0043406
P25942	GO:0051607
P25942	GO:0043123
P25942	GO:0006954
P25942	GO:0045766
P25942	GO:0071347
O76090	GO:0007601
Q8N257	GO:0006334
P32245	GO:0007189
P13521	GO:0000165
P13521	GO:0009306
P13521	GO:0001938
P13521	GO:0001525
O95169	GO:0032981
P14921	GO:0008285
P14921	GO:0010595
P14921	GO:0050729
P14921	GO:0045766
P14921	GO:1902895
Q9Y6N9	GO:0007605
Q9Y6N9	GO:0000086
O43719	GO:0000398
P21741	GO:0043524
P21741	GO:0007399
P21741	GO:0050729
O95249	GO:0006888
O95249	GO:0006906
O95249	GO:0042147
Q96CA5	GO:0046330
Q96CA5	GO:0031398
Q99741	GO:0000079
Q99741	GO:0008285
Q13061	GO:0006936
P23769	GO:1902895
P23769	GO:0000122
Q13495	GO:0008584
P53611	GO:0007601
Q96HY6	GO:0051092
Q96HY6	GO:0032436
Q9BVS4	GO:0046777
Q96LD8	GO:0016579
Q96H86	GO:0000122
Q99457	GO:0006334
Q8TD90	GO:0000122
Q8N668	GO:0031398
Q8N668	GO:0032088
O60403	GO:0007268
O60403	GO:0007187
Q9H1F0	GO:0045087
Q70EK9	GO:0016579
O95947	GO:0007417
P11831	GO:0060261
A0A0J9YX57	GO:0000122
Q01650	GO:0032729
Q9NRG4	GO:0000122
O15239	GO:0006120
O15239	GO:0032981
O15239	GO:0042776
O75594	GO:0050830
O75594	GO:0061844
O75594	GO:0045087
P52952	GO:0000122
O75677	GO:0008285
O75677	GO:0032436
O75677	GO:0043065
Q9NUK0	GO:0000381
O60331	GO:0098609
O60331	GO:0046854
O60331	GO:0030036
P61421	GO:0016241
P61421	GO:0006879
P61421	GO:1902600
P49286	GO:0007268
Q9H1K1	GO:0006879
Q9HBI0	GO:0007160
Q9NP91	GO:0035725
O43623	GO:0090090
O43623	GO:0007605
O43623	GO:0001649
O43623	GO:0000122
Q14684	GO:0043065
Q14684	GO:0098586
Q14684	GO:0006364
Q6UWF3	GO:0070374
P18031	GO:0006470
P23381	GO:0006469
P23381	GO:0031334
Q96FX8	GO:0098609
P25311	GO:0008285
Q8IUD6	GO:0045087
Q9BT92	GO:0030308
Q9BT92	GO:0006915
Q9NQR1	GO:0000122
Q96SZ5	GO:0071456
O43435	GO:0007507
Q6UXS9	GO:0006915
P01860	GO:0050853
P01860	GO:0006911
P01860	GO:0050871
P01860	GO:0006910
P01860	GO:0002250
P01860	GO:0045087
Q9NQC8	GO:0060271
Q15370	GO:0006367
P23416	GO:0007218
P23416	GO:0007268
P23416	GO:0042391
O75881	GO:0042632
Q15004	GO:0006260
O15511	GO:0030036
O43506	GO:0008584
Q9Y3L5	GO:0030336
P84095	GO:0007015
P84095	GO:0090630
P84095	GO:0008360
P84095	GO:0007266
P48637	GO:0007399
Q9BT49	GO:0000122
Q86TJ2	GO:0006282
Q86TJ2	GO:0043966
Q9H8E8	GO:0043966
P48169	GO:0007268
P48169	GO:0042391
E7ETH6	GO:0000122
Q15392	GO:0043154
Q15392	GO:0006915
Q9NP79	GO:0016236
A0PJW6	GO:0007399
Q15349	GO:0007268
Q15349	GO:0008285
Q15349	GO:0043065
Q15349	GO:0018105
Q15349	GO:0045786
Q9UBF9	GO:0006936
Q9BXS4	GO:0010508
P48643	GO:0050821
P48643	GO:0061077
Q9UMX3	GO:0006919
Q9UMX3	GO:0043065
Q9UMX3	GO:0006915
Q92743	GO:0043065
P36382	GO:0001525
Q9NQZ6	GO:0007399
Q9NQZ6	GO:0006513
Q13243	GO:0000398
Q9NR61	GO:0008285
Q8NHS0	GO:0061077
P25106	GO:0070098
P25106	GO:0019722
P25106	GO:0070374
P25106	GO:0007204
P27694	GO:0000724
P27694	GO:0006260
Q96N87	GO:0035725
O60565	GO:0090090
P36897	GO:0007179
P36897	GO:0030307
P36897	GO:0018105
P36897	GO:0010862
P36897	GO:0018107
P36897	GO:0007507
P36897	GO:0007399
P20073	GO:0030855
P61587	GO:0030036
P61587	GO:0008360
P62081	GO:0002181
P62081	GO:0006364
P62081	GO:0050821
P19652	GO:0032760
P19652	GO:0032731
Q13287	GO:0008285
Q8WZ33	GO:0060271
Q9BX79	GO:0007507
Q96A59	GO:0070830
Q92565	GO:0007399
O94921	GO:0000086
O14907	GO:0007266
O14907	GO:0090630
Q13114	GO:0046330
Q13114	GO:0051607
Q13114	GO:0070534
P51956	GO:0000278
Q9ULV4	GO:0090148
P08908	GO:0007268
P08908	GO:0007187
Q5SZQ8	GO:0000381
Q8N392	GO:0008360
O43597	GO:0016525
O43597	GO:0051897
O75478	GO:0043966
Q99788	GO:0006954
Q14929	GO:0000122
O60507	GO:0006954
P29728	GO:0051607
P29728	GO:0045071
P29728	GO:0032760
Q96NT0	GO:0006879
P22087	GO:0001649
Q03395	GO:0007601
Q9H981	GO:0006275
Q96FA3	GO:0070534
Q96FA3	GO:0043123
Q96FA3	GO:0070936
Q71SY5	GO:0060261
Q71SY5	GO:0000122
Q9H4G4	GO:0070374
Q9Y6G3	GO:0032543
Q9H400	GO:0050853
Q15208	GO:0018105
Q86YP4	GO:0000122
Q86YP4	GO:0016575
Q9NSY0	GO:0006888
P09919	GO:0033138
P09919	GO:0051897
Q6ZS72	GO:0008360
P10645	GO:0050829
P10645	GO:0050830
P10645	GO:0045087
P54687	GO:0000082
P30989	GO:0051092
P30989	GO:0007268
P30989	GO:0007218
P10915	GO:0007417
Q9NQY0	GO:0006897
Q9NQY0	GO:0007015
P63146	GO:0007283
P63146	GO:0051865
P63146	GO:0070936
P63146	GO:0050821
P63146	GO:0070534
Q8IYW4	GO:0006897
O00422	GO:0000381
O00422	GO:0043065
A0A1W2PR48	GO:0090090
P16389	GO:0071805
O00220	GO:0043065
O00220	GO:0006915
O43614	GO:0007218
O43614	GO:0007268
Q8TC41	GO:0032436
P12034	GO:0007399
O75896	GO:0006954
Q8NGQ1	GO:0007608
Q9HBH9	GO:0046777
Q9HBH9	GO:0018105
P36269	GO:0006954
Q8WZ73	GO:0070936
Q8NFF2	GO:0007608
Q8NFF2	GO:0035725
Q8NFF2	GO:0071805
O95299	GO:0006120
O95299	GO:0032981
O95299	GO:0042776
O00294	GO:0007601
P23352	GO:0007411
Q495X7	GO:0045087
O96017	GO:0050821
O96017	GO:0046777
O96017	GO:0000086
Q86VQ3	GO:0007283
P20336	GO:0006887
P20336	GO:0072659
P20336	GO:0009306
O00623	GO:0006513
Q13131	GO:0010508
Q13131	GO:0042149
Q5T0N5	GO:0060271
O43405	GO:0008360
A0PJW8	GO:0097190
P84243	GO:0006334
P84243	GO:0030307
Q8NFJ9	GO:0060271
Q02548	GO:0006366
Q9H322	GO:0007420
Q9NRD1	GO:0030433
Q9NRD1	GO:0031146
P49257	GO:0006888
P49257	GO:0007030
Q14183	GO:0006887
Q14183	GO:0007268
Q14183	GO:0007399
Q7RTS7	GO:0045109
Q15942	GO:0007179
Q15942	GO:0007229
P78410	GO:0032729
A6NCW0	GO:0016579
Q13410	GO:0050852
Q9HAY2	GO:0000122
P81534	GO:0050829
P81534	GO:0050830
Q8NBN3	GO:0042147
Q9UKT6	GO:0031146
Q08752	GO:0043065
Q08752	GO:0061077
Q08752	GO:0000122
Q5VTB9	GO:0090263
Q5VTB9	GO:0006513
Q969H4	GO:0007169
Q5QJU3	GO:0006919
Q66K66	GO:0090263
P61927	GO:0002181
P21506	GO:0000122
Q5EBN2	GO:0045087
Q9NQ87	GO:0009952
Q13875	GO:0007399
A0AVI4	GO:0030433
O94805	GO:2000045
P40305	GO:0006915
P40305	GO:0097190
P40305	GO:0070936
P40305	GO:0045087
P53384	GO:0006879
P05787	GO:0045109
Q05901	GO:0007268
Q05901	GO:0042391
A8MWX3	GO:0006887
A8MWX3	GO:0042147
P24385	GO:0000122
P24385	GO:0000079
P24385	GO:0000082
Q8N819	GO:0090263
Q96EY1	GO:0008285
Q96EY1	GO:0000122
Q9UM44	GO:0050852
Q7Z4S9	GO:0007169
O60383	GO:0007179
O60383	GO:0010862
O60383	GO:0060395
O60383	GO:0030509
Q8IZD0	GO:0007015
Q8IZD0	GO:0019722
Q8WVV5	GO:0050852
Q86UE4	GO:0051092
Q86UE4	GO:0000122
Q86UE4	GO:0043123
Q86UE4	GO:0051897
Q86UE4	GO:0045766
Q8IWQ3	GO:0042149
P55039	GO:0002181
P10243	GO:0000278
Q9H6Q3	GO:0046854
Q9H6Q3	GO:0000122
Q9H6Q3	GO:0042110
Q9GZZ8	GO:0019722
Q3SY84	GO:0045109
P14923	GO:0098609
P14923	GO:0072659
P14923	GO:0090263
P14923	GO:0060070
P14923	GO:0045766
P13385	GO:0071356
P13385	GO:0043406
P13385	GO:0009952
P13385	GO:0010595
P13385	GO:0018105
P13385	GO:0071346
P13385	GO:0007507
Q9UQ88	GO:0000278
Q9UQ88	GO:0006915
P06493	GO:0030855
P06493	GO:0018105
P06493	GO:0006260
P06493	GO:0018107
P06493	GO:0016579
P06493	GO:0000086
P78368	GO:0006897
P78368	GO:0018105
O43745	GO:0071277
P48645	GO:0007218
P04632	GO:0016241
Q96T91	GO:0007189
O00585	GO:0071356
O00585	GO:0046330
O00585	GO:0070098
O00585	GO:0090630
O00585	GO:0043123
O00585	GO:0071346
O00585	GO:0051897
O00585	GO:0071347
P22914	GO:0007601
O96014	GO:0030336
O96014	GO:0090090
O96014	GO:0060070
O96014	GO:0030308
Q96QS1	GO:0072659
Q96PD4	GO:0016525
Q96PD4	GO:0032755
Q92754	GO:0008584
O60356	GO:0008285
O60356	GO:0045786
P51153	GO:0009306
P51153	GO:0070830
P78382	GO:0005975
Q9BY43	GO:0036258
Q9BY43	GO:0016236
Q9BY43	GO:0007080
P49841	GO:0031334
P49841	GO:0032091
P49841	GO:0046777
P49841	GO:0018105
P49841	GO:0032436
P49841	GO:0018107
P49841	GO:0090090
O95256	GO:0051092
Q9UL49	GO:0007283
Q9UL49	GO:0006366
Q9UL49	GO:0000122
P46734	GO:0000165
P46734	GO:0090398
P98170	GO:0031398
P98170	GO:0090263
P98170	GO:0046330
Q8NGQ5	GO:0007608
Q8TDC3	GO:0018105
Q8TDC3	GO:0042149
Q8TDC3	GO:0000086
Q96RD7	GO:0032731
Q16653	GO:0050852
Q16653	GO:0007417
Q8WUJ0	GO:0032091
A6NDV4	GO:0007160
P32322	GO:0034599
O15537	GO:0007601
Q96ER9	GO:0071805
P80098	GO:0071356
P80098	GO:0070098
P80098	GO:0071346
P80098	GO:0070374
P80098	GO:0008360
P80098	GO:0006954
P80098	GO:0071347
Q86TG7	GO:0030512
P19429	GO:0006936
P36941	GO:0046330
P36941	GO:0071260
Q9BRZ2	GO:0051607
Q9BRZ2	GO:0045087
Q9BRZ2	GO:0006513
P01138	GO:0007169
P01138	GO:0043524
P01138	GO:0033138
P01138	GO:0008285
P14138	GO:0043406
Q69YN2	GO:0000398
P82664	GO:0032543
Q03060	GO:0000122
Q9UI36	GO:0030336
Q9UI36	GO:0000122
P28336	GO:0007200
P16619	GO:0071356
P16619	GO:0008285
P16619	GO:0070098
P16619	GO:0071346
P16619	GO:0070374
P16619	GO:0006954
P16619	GO:0071347
Q9Y5N5	GO:0030307
P62917	GO:0002181
P98173	GO:0061844
P06733	GO:0000122
O00255	GO:0008285
O00255	GO:0000122
O00255	GO:0045786
Q9H5V9	GO:0006888
Q9Y6R0	GO:0007399
Q96P09	GO:0031398
Q96P09	GO:0090263
Q8WVK7	GO:0000278
O75167	GO:0030036
Q4VX76	GO:0006887
P32239	GO:0007200
P32239	GO:0007204
Q13239	GO:0007169
Q13239	GO:0045087
Q6P589	GO:0050728
Q9NWZ3	GO:0043123
Q9NWZ3	GO:0045087
Q8IUX1	GO:0032981
P42857	GO:0006915
P60900	GO:0051092
Q6PCD5	GO:0000724
P30084	GO:0006635
P18074	GO:0006915
Q8N967	GO:0007411
Q9HCX3	GO:0045766
Q9HCH3	GO:0071277
P02741	GO:0050830
P02741	GO:0006954
P02741	GO:0045087
O14672	GO:0022617
O14672	GO:0007229
O14672	GO:0030307
Q96PM5	GO:0032436
Q96PM5	GO:0031398
Q03721	GO:0071805
Q03721	GO:0007268
O00418	GO:0046777
Q13049	GO:0010508
Q13049	GO:0051092
Q13049	GO:0030307
Q13049	GO:0043123
Q13049	GO:0045087
Q13360	GO:0000122
Q9UET6	GO:0002181
P31213	GO:0008584
Q02556	GO:0000122
Q07869	GO:0050728
Q07869	GO:0000122
Q07869	GO:0030512
Q9HD47	GO:0006888
Q9HD47	GO:0042391
Q8TD91	GO:0000122
P21217	GO:0006487
P62314	GO:0000398
P23396	GO:0071356
P23396	GO:0031334
P23396	GO:0002181
P23396	GO:1901224
P23396	GO:0017148
Q9H1B7	GO:0000122
P47914	GO:0002181
Q01130	GO:0000398
Q68CK6	GO:0006805
Q9Y6K9	GO:0050852
Q9Y6K9	GO:0006915
Q9Y6K9	GO:0043123
Q9Y6K9	GO:0006954
Q9Y6K9	GO:0045087
Q96QG7	GO:0050821
P45983	GO:0071222
P45983	GO:0034599
P45983	GO:0071260
P45983	GO:0018105
P45983	GO:0016241
P45983	GO:0032880
P45983	GO:0018107
P45983	GO:0090398
Q86TJ5	GO:0000122
O00591	GO:0007268
O00591	GO:0042391
Q9NQ34	GO:0043123
Q9NP92	GO:0006915
Q9NP92	GO:0032543
Q8TDN7	GO:0071277
P01344	GO:0051897
P24723	GO:0051092
P24723	GO:0018105
Q9NZE8	GO:0032543
Q9NZZ3	GO:0071222
Q9NZZ3	GO:0036258
Q9NZZ3	GO:0007080
Q96CG3	GO:0043123
Q96CG3	GO:0045087
Q9UBP5	GO:0009952
Q9UBP5	GO:0000122
P01877	GO:0050853
P01877	GO:0006958
P01877	GO:0006911
P01877	GO:0050871
P01877	GO:0006910
P01877	GO:0002250
P01877	GO:0045087
Q96C90	GO:0045087
O15392	GO:0000278
O15392	GO:0000281
O15392	GO:0007605
P52738	GO:0000122
P01570	GO:0098586
P01570	GO:0002250
Q9P0M9	GO:0032543
Q96HR3	GO:0060261
Q96HR3	GO:0032968
Q9GZP9	GO:0030433
Q9GZP9	GO:0030307
Q16667	GO:0000079
O95416	GO:0007399
P11161	GO:0007420
P08174	GO:0007204
Q9H207	GO:0007608
Q96RJ3	GO:0042102
O95760	GO:0000122
O95760	GO:0050729
P48061	GO:0007411
P48061	GO:0070098
Q86UT5	GO:0072659
Q9Y5X4	GO:0000122
P01825	GO:0050853
P01825	GO:0006911
P01825	GO:0050871
P01825	GO:0006910
P01825	GO:0045087
P62310	GO:0000398
Q8WTQ7	GO:0046777
P14415	GO:0050821
Q9Y257	GO:0071805
Q9Y4P3	GO:0042149
Q9Y4P3	GO:0071456
Q01664	GO:0043065
Q5GAN4	GO:0050830
O43521	GO:0043065
O43521	GO:0006915
Q8WWK9	GO:0000281
Q53FZ2	GO:0042632
Q08289	GO:0007268
Q8TAX7	GO:0061844
A4QPB2	GO:0042632
A4QPB2	GO:0009952
Q03431	GO:0007189
Q03431	GO:0007187
Q8NGC8	GO:0007268
Q30KQ6	GO:0032720
Q30KQ6	GO:0050729
P60604	GO:0070936
Q9BYC5	GO:0006487
Q86VI1	GO:0006887
Q8IVB4	GO:0071805
Q99572	GO:0032731
Q92665	GO:0032543
Q96DC9	GO:0016579
P07237	GO:0071456
P35908	GO:0045109
P19320	GO:0007160
P19320	GO:0042102
Q15653	GO:0071222
Q96D96	GO:1902600
Q96IW7	GO:0006888
P08670	GO:0071222
P08670	GO:0045109
Q9BTD8	GO:0000398
Q96LR2	GO:0043123
Q9HAJ7	GO:0030336
Q9HAJ7	GO:0030512
O43464	GO:0043065
O43464	GO:0034599
O43464	GO:0045786
O95399	GO:0006936
P12757	GO:0030512
Q05655	GO:0006915
Q05655	GO:0032091
Q05655	GO:0018105
Q05655	GO:0050821
Q05655	GO:0018107
Q05655	GO:0050728
Q05655	GO:0090398
P08476	GO:0060395
P08476	GO:0008285
P08476	GO:0008584
P08476	GO:0009611
P08476	GO:0010862
P08476	GO:0030308
P32969	GO:0002181
O75083	GO:0007605
Q6P161	GO:0032543
Q9NR64	GO:0030036
Q9NSB4	GO:0045109
Q9H446	GO:0002181
P09529	GO:0010862
P09529	GO:0009611
O75610	GO:0007179
O75610	GO:0010862
O75610	GO:0060395
O75610	GO:0030509
Q96MR9	GO:0000122
Q13485	GO:0007179
Q13485	GO:0060395
Q13485	GO:0030308
Q13485	GO:0030509
P55317	GO:0043065
P40126	GO:0008544
Q15620	GO:0007608
Q96RP3	GO:0007189
Q8TAF8	GO:0007605
Q9Y6M0	GO:0007283
Q86Y37	GO:0000082
O15130	GO:0007268
Q96KS0	GO:0071456
Q6UX98	GO:0006612
O95858	GO:0072659
Q6ZSA7	GO:0071805
Q9NPF5	GO:0000122
Q9P299	GO:0006890
Q8IYM2	GO:0097190
Q5VWK5	GO:0042102
Q5VWK5	GO:0050829
Q15109	GO:0051092
Q15109	GO:1901224
Q15109	GO:0070374
Q15109	GO:0009611
Q7Z6M2	GO:0031398
Q6PGN9	GO:0007080
P18146	GO:1902895
P56270	GO:0006367
P56270	GO:0014068
P56270	GO:0051897
P56270	GO:0000122
P04843	GO:0006487
Q96LB9	GO:0050830
Q96LB9	GO:0045087
P58304	GO:0000122
Q9NWA0	GO:0060261
Q9NWA0	GO:0032968
Q03426	GO:0050728
Q9Y6F9	GO:0060070
Q9Y5Y7	GO:0007160
Q9Y5Y7	GO:0009611
P82673	GO:0032543
Q9Y345	GO:0007268
O15551	GO:0008285
O15551	GO:0030336
O94844	GO:0007015
O94844	GO:0008360
Q9NVG8	GO:0090630
Q7Z7B8	GO:0050830
O95777	GO:0000398
P01127	GO:0043406
P01127	GO:0032091
P01127	GO:0018105
P01127	GO:0009611
P01127	GO:0001938
P01127	GO:0070374
P01127	GO:0014068
Q9NUY8	GO:0007420
C9JQL5	GO:0045071
C9JQL5	GO:0051607
Q15326	GO:0051607
P22460	GO:0071805
Q8N5F7	GO:0000122
Q8N6R0	GO:0000122
O94763	GO:0050821
P22674	GO:0000079
Q9UBY5	GO:0007204
Q9UBY5	GO:0007189
Q9UBY5	GO:0007187
Q9H9Y2	GO:0006364
Q92569	GO:0046854
P63027	GO:0006887
P63027	GO:0006906
O60755	GO:0007268
O60755	GO:0007187
P26038	GO:0008360
P58215	GO:0006954
P03915	GO:0006120
P03915	GO:0032981
P03915	GO:0042776
Q99731	GO:0071356
Q99731	GO:0046330
Q99731	GO:0070098
Q99731	GO:0043123
Q99731	GO:0071346
Q99731	GO:1901224
Q99731	GO:0070374
Q99731	GO:0006954
Q99731	GO:0071347
O75909	GO:0006366
O75909	GO:0000079
Q96KP6	GO:0071222
Q7Z6J4	GO:0051056
P05387	GO:0002181
Q9NYA1	GO:0051092
Q9NYA1	GO:0019722
Q9NYA1	GO:0030307
Q9NYA1	GO:1901224
Q9NYA1	GO:0045766
Q9NY65	GO:0000278
P11234	GO:0032091
Q9ULW2	GO:0060070
P05106	GO:0010595
P05106	GO:0007229
P05106	GO:0001938
P84103	GO:0000398
P25021	GO:0007268
Q6UWE0	GO:0051865
P09429	GO:0010508
P09429	GO:0046330
P09429	GO:0032760
P09429	GO:0043065
P09429	GO:0000122
P09429	GO:0032755
P09429	GO:0032757
P09429	GO:0070374
P09429	GO:0006954
P09429	GO:0007204
Q9ULS6	GO:0071805
Q9Y4P1	GO:0016236
O15530	GO:0019722
O15530	GO:0046777
O15530	GO:0018105
O15530	GO:0018107
O15530	GO:0045766
O15530	GO:0030036
O15530	GO:0030512
Q96A72	GO:0000398
P09466	GO:0006915
Q9NZN4	GO:0006897
Q9NZN4	GO:0072659
Q9UQN3	GO:0036258
Q9UQN3	GO:0016236
Q9UQN3	GO:0090148
Q9UQN3	GO:0007080
P15374	GO:0016579
Q8IWZ6	GO:0032436
P04350	GO:0000278
P62241	GO:0002181
P20718	GO:0006915
P07738	GO:0005975
Q8NFZ5	GO:0043123
Q8NFZ5	GO:0071222
P16949	GO:0000281
Q5T7P8	GO:0071277
P09543	GO:0007268
P09543	GO:0021762
P33260	GO:0006805
Q06413	GO:0000165
Q06413	GO:0007517
Q06413	GO:0000122
Q06413	GO:0007507
Q05066	GO:0000122
Q9HD42	GO:0090148
Q9HD42	GO:0007080
Q9HD42	GO:0036258
Q9Y3M9	GO:0000122
Q8TEU8	GO:0030512
P05231	GO:0051092
P05231	GO:0050830
P05231	GO:0071222
P05231	GO:0032731
P05231	GO:0042531
P05231	GO:0008285
P05231	GO:0050871
P05231	GO:0032760
P05231	GO:0033138
P05231	GO:0043065
P05231	GO:0032755
P05231	GO:0032757
P05231	GO:0042102
P05231	GO:0051607
P05231	GO:0006954
Q5T230	GO:0008584
P08172	GO:0007268
P08172	GO:0007399
Q9GZV5	GO:0090090
Q9GZV5	GO:0006469
Q58G82	GO:0070374
Q9H4M9	GO:0006897
Q9H4M9	GO:0060271
Q9H4M9	GO:0072659
Q9H0E2	GO:0030855
Q8N8J0	GO:0046854
P55103	GO:0010862
P55103	GO:0060395
Q5VZ03	GO:0007601
P62068	GO:0016579
P26373	GO:0002181
Q07687	GO:0000122
Q07687	GO:0007420
Q9NX18	GO:0090090
Q9NX18	GO:0006470
P16070	GO:0098609
P16070	GO:0007160
P16070	GO:0033138
P16070	GO:0070374
P16070	GO:0006954
P08567	GO:0007229
P55209	GO:0006334
P55209	GO:0006260
Q7Z7G1	GO:0007169
Q8N888	GO:0000122
O14598	GO:0007420
Q9NRC8	GO:0006282
Q9NRC8	GO:0000122
Q05209	GO:0006470
P0DP02	GO:0050853
P0DP02	GO:0006958
P0DP02	GO:0006911
P0DP02	GO:0006910
P0DP02	GO:0045087
P42568	GO:0090090
Q15554	GO:0090398
O14493	GO:0070830
P43378	GO:0006470
Q14393	GO:0032720
Q14393	GO:0072659
Q14393	GO:0043154
Q14393	GO:0033138
Q14393	GO:0018105
Q14393	GO:0070374
Q14393	GO:0051897
Q13619	GO:0031146
Q13619	GO:0000082
P48047	GO:1902600
P48047	GO:0042776
P26998	GO:0007601
Q86VY4	GO:0031398
Q86VY4	GO:0051897
O75908	GO:0042632
O75908	GO:0008203
P67870	GO:0008285
P67870	GO:0018107
P67870	GO:0010862
Q9NX70	GO:0060261
Q9NX70	GO:0051123
Q96E17	GO:0009306
Q96E17	GO:0072659
Q8WTV0	GO:0010595
Q9UJL9	GO:0007030
Q9UJL9	GO:0000122
Q13557	GO:0071277
Q13557	GO:0046777
Q13557	GO:0018105
Q96AJ1	GO:0060271
Q8N1E6	GO:0031146
Q8WV07	GO:0042273
Q04771	GO:0030509
Q04771	GO:0010862
Q04771	GO:0018107
Q04771	GO:0007507
Q9UNT1	GO:0060271
Q969S8	GO:0016236
Q969S8	GO:0016575
Q8TAA1	GO:0050830
Q9BZY9	GO:0045087
P22528	GO:0008544
Q9NW81	GO:0031146
Q9NW81	GO:0032981
Q6S5L8	GO:0007169
P49840	GO:0018107
P49840	GO:0032436
P49840	GO:0031398
Q8WXA8	GO:0007268
Q8WXA8	GO:0042391
Q9UIJ5	GO:0006612
Q5TA89	GO:0009952
Q96LK8	GO:0007283
P0DMM9	GO:0006805
Q9NXX6	GO:0000724
Q7Z4Q2	GO:0042273
P49281	GO:0006879
P27797	GO:0000122
P27797	GO:0010595
P27797	GO:0030433
P27797	GO:0050821
P27797	GO:0017148
P27797	GO:0090398
Q9BTP6	GO:0000122
P07858	GO:0030855
P42575	GO:0006915
P42575	GO:0097190
P42575	GO:0043065
P42575	GO:0006919
Q6IAA8	GO:0042632
Q9UNX3	GO:0042273
Q96EA4	GO:0007080
Q7Z699	GO:0006469
Q9BVK2	GO:0006487
Q9ULV1	GO:0090090
Q9ULV1	GO:0060070
Q70CQ1	GO:0016579
Q70CQ1	GO:0000398
Q86Z20	GO:0090630
P20962	GO:0006260
Q9UID3	GO:0007030
Q9UID3	GO:0042147
Q9NSU2	GO:0006260
P10600	GO:0060395
P10600	GO:0008285
P10600	GO:0007179
P10600	GO:0030509
P10600	GO:0010862
Q32M88	GO:0005975
Q9HC97	GO:0007204
Q99933	GO:0050821
Q8NCU8	GO:0006635
Q99616	GO:0070098
Q99616	GO:0061844
Q99616	GO:0070374
Q99616	GO:0008360
Q99616	GO:0006954
O95817	GO:0050821
Q14392	GO:0007179
P35998	GO:0001649
P46094	GO:0006954
P46094	GO:0019722
P46094	GO:0007204
P46094	GO:0007187
Q92997	GO:0032880
Q92997	GO:0050821
Q92997	GO:0060070
Q7Z4T9	GO:0007283
Q96BQ3	GO:0045087
Q969H0	GO:0031398
Q969H0	GO:0050821
Q969H0	GO:0070374
Q9UPM9	GO:0060271
Q9Y337	GO:0022617
Q9Y337	GO:0008544
O75771	GO:0000724
P11168	GO:0005975
O95388	GO:0050729
Q9BT40	GO:0006469
Q9BT40	GO:0071356
Q9BT40	GO:0030036
Q9H6L2	GO:0060271
Q9H6L2	GO:0032880
Q06787	GO:0000381
Q06787	GO:0098586
Q06787	GO:0017148
P51148	GO:0006897
Q01085	GO:0008285
Q8N5N7	GO:0032543
Q9NQS5	GO:0007218
O00574	GO:0019722
O00574	GO:0007204
P04150	GO:0000122
Q9BY60	GO:0000422
O15524	GO:0046854
P54829	GO:0006470
Q15025	GO:0045071
Q15025	GO:0071222
Q13118	GO:0008285
Q13118	GO:0000122
P26992	GO:0043524
P48735	GO:0005975
Q13188	GO:0006915
Q13188	GO:0050821
Q13188	GO:0090090
Q8NGP6	GO:0007608
O75792	GO:0006260
Q8N9L1	GO:0007417
Q15120	GO:0018105
Q9UBH0	GO:0006954
Q9UBH0	GO:0071222
Q9BTC8	GO:0000122
Q9BTC8	GO:0016575
Q9BR10	GO:0007283
Q92838	GO:0051092
Q9UBP9	GO:0006911
Q96S42	GO:0070374
Q96S42	GO:0030509
Q96S42	GO:0010862
Q96S42	GO:0045766
Q6ICB4	GO:0042147
Q16690	GO:0000165
Q16690	GO:0006470
P0C6A0	GO:0007283
Q9H213	GO:0006915
Q9H213	GO:0000122
O15405	GO:0043524
Q96RC9	GO:0007608
P49767	GO:0001938
O75027	GO:0006879
Q92633	GO:0043123
Q92633	GO:0007189
Q92633	GO:0007204
Q8IYM9	GO:0010508
Q8IYM9	GO:0051092
Q8IYM9	GO:0032880
Q8IYM9	GO:0043123
Q8IYM9	GO:0045087
Q92847	GO:0050728
P19876	GO:0071222
P19876	GO:0070098
P19876	GO:0061844
P19876	GO:0006954
Q8NEC5	GO:0007283
Q9BRL7	GO:0006888
P30153	GO:0006275
P30153	GO:0030308
P30153	GO:0006470
P30153	GO:0006915
Q9H479	GO:0030855
Q9H6S3	GO:0007266
O60671	GO:0021762
P84022	GO:0008285
P84022	GO:0007179
P84022	GO:0000122
P84022	GO:0006919
P84022	GO:0030509
P84022	GO:1902895
P84022	GO:0030308
